,subject_id,subject_id_ph1_df1,z_no_trust_df1,z_trust_df1,z_no_answer_df1,z_total_people_df1,Invalid_Domain_or_Sender_df1,Potent_Mal_Links_df1,Spelling_or_Grammar_df1,Appeal_to_Greed_df1,Appeal_to_Urgency_df1,Appeal_to_Authority_df1,Other_Phishy_Findings_df1,VeryTrustworthy_df1,Trustworthy_df1,Neither_Trust_df1,Untrustworthy_df1,VeryUntrustworthy_df1,VeryAppealing_df1,Appealing_df1,NeitherAppealing_df1,UnAppealing_df1,VeryUnAppealing_df1,malicious_df1,SensitivityRate_df1,VictimizationRate_df1,FalsePositiveRate_df1,SpecificityRate_df1,url_df1,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments,AISensitivityRate_df1,AIVictimizationRate_df1,AIFalsePositiveRate_df1,AISpecificityRate_df1,subject_id_ph1_df2,z_no_trust_df2,z_trust_df2,z_no_answer_df2,z_total_people_df2,Invalid_Domain_or_Sender_df2,Potent_Mal_Links_df2,Spelling_or_Grammar_df2,Appeal_to_Greed_df2,Appeal_to_Urgency_df2,Appeal_to_Authority_df2,Other_Phishy_Findings_df2,VeryTrustworthy_df2,Trustworthy_df2,Neither_Trust_df2,Untrustworthy_df2,VeryUntrustworthy_df2,VeryAppealing_df2,Appealing_df2,NeitherAppealing_df2,UnAppealing_df2,VeryUnAppealing_df2,malicious_df2,SensitivityRate_df2,VictimizationRate_df2,FalsePositiveRate_df2,SpecificityRate_df2,url_df2,maliciousness,Findings,Present Cue Types,Website Description,TrustWorthiness Rating,Visual Attractiveness Rating,response,AISensitivityRate_df2,AIVictimizationRate_df2,AIFalsePositiveRate_df2,AISpecificityRate_df2,AISensitivityRate,AIVictimizationRate,AIFalsePositiveRate,AISpecificityRate
10,52837263,52837263,2,11,2,13,1,0,0,0,0,0,0,1,5,5,1,1,0,5,6,2,0,True,0.1538461538461538,0.8461538461538461,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d8c33556-adda-46f4-a69c-94379b55a257.jpeg,True,Something's Phishy,Invalid Domain or Sender,"The image appears to be a login page for a service called 'My O2', which is presumably related to the telecommunications company O2. The user is prompted to enter a username and password.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The image appears to be a login page for a service called 'My O2', which is presumably related to the telecommunications company O2. The user is prompted to enter a username and password."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
``` 

The domain visible in the address bar raises suspicion, as it includes extra elements that could indicate an attempt to mimic a legitimate O2 domain, hinting that it may not be authentic. However, the visual design of the page seems to be professionally made, aligning with what might be expected from an established telecommunications company, thus the neutral rating in visual appeal.",1.0,0.0,,,52837263,2,11,2,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,1,0,5,6,2,0,True,0.1538461538461538,0.8461538461538461,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d8c33556-adda-46f4-a69c-94379b55a257.jpeg,True,Nothing Phishy Here,[],"This is a screenshot of an O2 website page, requesting user login.",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of an O2 website page, requesting user login.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral
",0.0,1.0,,,1.0,1.0,,
11,52837265,52837265,11,4,0,15,3,0,13,2,1,0,7,0,1,3,4,7,0,0,3,7,5,True,0.7333333333333333,0.2666666666666666,,,https://panoptes-uploads.zooniverse.org/production/subject_location/8a2e38d0-4651-4492-9617-b30e27f4e2e2.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The website displays a message that the domain has been recently registered at Namecheap and prompts viewers to check back later. It lists unrelated and generic links which do not seem to correspond to a legitimate service or coherent theme.,Very Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website displays a message that the domain has been recently registered at Namecheap and prompts viewers to check back later. It lists unrelated and generic links which do not seem to correspond to a legitimate service or coherent theme."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```",1.0,0.0,,,52837265,11,4,0,15,3.0,0.0,13.0,2.0,1.0,0.0,7.0,0,1,3,4,7,0,0,3,7,5,True,0.7333333333333333,0.2666666666666666,,,https://panoptes-uploads.zooniverse.org/production/subject_location/8a2e38d0-4651-4492-9617-b30e27f4e2e2.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],"The website is a simple page with a list of links. The links are to various websites, including Microsoft Help, Comcast Business Contact, and HP Support. The links are all clickable and lead to the correct websites.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender']
Website Description: The website is a simple page with a list of links. The links are to various websites, including Microsoft Help, Comcast Business Contact, and HP Support. The links are all clickable and lead to the correct websites.
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Very Visually Unattractive or Unappealing
",1.0,0.0,,,2.0,0.0,,
12,52837266,52837266,11,4,0,15,6,0,0,0,7,5,2,0,2,5,5,3,1,8,3,3,0,True,0.7333333333333333,0.2666666666666666,,,https://panoptes-uploads.zooniverse.org/production/subject_location/448fae44-603c-49af-bc7f-60fd422ac585.jpeg,True,Something's Phishy,Invalid Domain or Sender Appeal to Action - Urgency Potentially Malicious Link,"The website purports to be a file-sharing service, closely resembling the layout and design of a well-known legitimate service. It features a prominent download button and a message indicating that the files will be deleted in a specified number of days, potentially creating a sense of urgency.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Appeal to Action - Urgency"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The website purports to be a file-sharing service, closely resembling the layout and design of a well-known legitimate service. It features a prominent download button and a message indicating that the files will be deleted in a specified number of days, potentially creating a sense of urgency."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",1.0,0.0,,,52837266,11,4,0,15,6.0,0.0,0.0,0.0,7.0,5.0,2.0,0,2,5,5,3,1,8,3,3,0,True,0.7333333333333333,0.2666666666666666,,,https://panoptes-uploads.zooniverse.org/production/subject_location/448fae44-603c-49af-bc7f-60fd422ac585.jpeg,True,Nothing Phishy Here,[],"This is a screenshot of a website called WeTransfer. It shows a file ready to be downloaded and some details about it, like its name, size, and format.",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website called WeTransfer. It shows a file ready to be downloaded and some details about it, like its name, size, and format.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",0.0,1.0,,,1.0,1.0,,
13,52837268,52837268,14,1,0,15,12,0,6,1,2,4,4,1,1,2,10,1,1,5,9,0,0,True,0.9333333333333332,0.066666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/7579fec4-15ed-49bd-8541-6539807c14ad.jpeg,True,Something's Phishy,Invalid Domain or Sender Appeal to Action - Urgency Potentially Malicious Link Other Phishy Findings,"The webpage in the image mimics the Adobe Acrobat DC branding and design, suggesting it is an official Adobe notification about an outdated version of Adobe PDF Reader. It prompts the user to view the document online through Adobe Cloud by clicking a button.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Appeal to Action - Urgency"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The webpage in the image mimics the Adobe Acrobat DC branding and design, suggesting it is an official Adobe notification about an outdated version of Adobe PDF Reader. It prompts the user to view the document online through Adobe Cloud by clicking a button."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",1.0,0.0,,,52837268,14,1,0,15,12.0,0.0,6.0,1.0,2.0,4.0,4.0,1,1,2,10,1,1,5,9,0,0,True,0.9333333333333332,0.0666666666666666,,,https://panoptes-uploads.zooniverse.org/production/subject_location/7579fec4-15ed-49bd-8541-6539807c14ad.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Potentially Malicious Link']","The image displays an error message on what appears to be the Adobe Document Cloud website. It claims the user's version of Adobe PDF Reader is outdated and cannot open a document.  The user is then prompted to click a button to ""View Document Online.""",Very Untrustworthy,Neutral,"{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The image displays an error message on what appears to be the Adobe Document Cloud website. It claims the user's version of Adobe PDF Reader is outdated and cannot open a document.  The user is then prompted to click a button to \""View Document Online.\"""",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}",1.0,0.0,,,2.0,0.0,,
14,52837269,52837269,11,3,1,14,10,0,0,0,0,0,2,0,4,4,2,4,1,3,4,4,2,True,0.7857142857142857,0.2142857142857142,,,https://panoptes-uploads.zooniverse.org/production/subject_location/969421f0-deb8-407b-b170-11ca33d39ff0.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The website presents itself as an 'Outlook Web App' sign-in page, which is designed to resemble a legitimate Microsoft Outlook login interface. However, clues such as the URL depicted suggest that it may not be an authentic Microsoft domain.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website presents itself as an 'Outlook Web App' sign-in page, which is designed to resemble a legitimate Microsoft Outlook login interface. However, clues such as the URL depicted suggest that it may not be an authentic Microsoft domain."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",1.0,0.0,,,52837269,11,3,1,14,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0,4,4,2,4,1,3,4,4,2,True,0.7857142857142857,0.2142857142857142,,,https://panoptes-uploads.zooniverse.org/production/subject_location/969421f0-deb8-407b-b170-11ca33d39ff0.jpeg,True,Something's Phishy,"['Potentially Malicious Link', 'Other Phishy Findings']","This appears to be a login page disguised as an Outlook web app. The URL in the address bar raises suspicion, as it does not correspond to the legitimate Outlook domain.",Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""This appears to be a login page disguised as an Outlook web app. The URL in the address bar raises suspicion, as it does not correspond to the legitimate Outlook domain."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}
",1.0,0.0,,,2.0,0.0,,
15,52837376,52837376,12,3,0,15,9,0,0,0,1,1,10,0,1,3,5,6,0,0,6,4,5,True,0.8,0.2,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d2365506-c0bc-486d-80a3-4745633eab78.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The website appears to be a closed Google Form purporting to be associated with AT&T. It displays a message indicating that 'AT&T SERVICE is no longer accepting responses.' It includes what appears to be a header with different versions of the AT&T logo and the text 'AT&T CENTER'.,Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website appears to be a closed Google Form purporting to be associated with AT&T. It displays a message indicating that 'AT&T SERVICE is no longer accepting responses.' It includes what appears to be a header with different versions of the AT&T logo and the text 'AT&T CENTER'."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```",1.0,0.0,,,52837376,12,3,0,15,9.0,0.0,0.0,0.0,1.0,1.0,10.0,0,1,3,5,6,0,0,6,4,5,True,0.8,0.2,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d2365506-c0bc-486d-80a3-4745633eab78.jpeg,True,Nothing Phishy Here,[],It is a notification page telling the user that the form on AT&T SERVICE is no longer accepting responses.,Neutral,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""It is a notification page telling the user that the form on AT&T SERVICE is no longer accepting responses."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
",0.0,1.0,,,1.0,1.0,,
16,52837379,52837379,2,12,1,14,2,0,0,0,0,0,0,0,10,2,2,0,1,5,4,4,0,True,0.1428571428571428,0.8571428571428571,,,https://panoptes-uploads.zooniverse.org/production/subject_location/1f68305d-e461-455c-9fd4-14648b3b8242.jpeg,True,Nothing Phishy Here,,"The image appears to be a screenshot of a bed and breakfast website, featuring navigation tabs, blog excerpts, and contact information.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a bed and breakfast website, featuring navigation tabs, blog excerpts, and contact information."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",0.0,1.0,,,52837379,2,12,1,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,2,2,0,1,5,4,4,0,True,0.1428571428571428,0.8571428571428571,,,https://panoptes-uploads.zooniverse.org/production/subject_location/1f68305d-e461-455c-9fd4-14648b3b8242.jpeg,True,Nothing Phishy Here,[],"This is a screenshot of a website for a hotel called ""The New York House."" The site features a picture of the hotel, as well as sections on rooms and rates, wedding services, directions, and more. ",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website for a hotel called ""The New York House."" The site features a picture of the hotel, as well as sections on rooms and rates, wedding services, directions, and more. 
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",0.0,1.0,,,0.0,2.0,,
17,52837380,52837380,12,2,1,14,6,0,2,0,0,2,7,1,2,3,4,4,0,1,7,5,1,True,0.8571428571428571,0.1428571428571428,,,https://panoptes-uploads.zooniverse.org/production/subject_location/9da3879b-9542-4b12-a61c-5d2711ea95b2.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The image appears to be a screenshot of a webpage or email imitating Microsoft OneNote. It contains a message that someone has shared a document with the recipient, along with a button to 'Download Document' and contact information for an individual claiming to be a county administrator.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a webpage or email imitating Microsoft OneNote. It contains a message that someone has shared a document with the recipient, along with a button to 'Download Document' and contact information for an individual claiming to be a county administrator."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",1.0,0.0,,,52837380,12,2,1,14,6.0,0.0,2.0,0.0,0.0,2.0,7.0,1,2,3,4,4,0,1,7,5,1,True,0.8571428571428571,0.1428571428571428,,,https://panoptes-uploads.zooniverse.org/production/subject_location/9da3879b-9542-4b12-a61c-5d2711ea95b2.jpeg,True,Something's Phishy,['Potentially Malicious Link'],The image shows an email notification from OneNote that a document has been shared. There is a button to download the document.,Very Untrustworthy,Neutral,"Findings: Something's Phishy
Present Cue Types: ['Potentially Malicious Link']
Website Description: The image shows an email notification from OneNote that a document has been shared. There is a button to download the document.
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Neutral

Explanation:
The email notification itself doesn't contain any overt phishing cues like misspellings or urgent requests. However, the link in the address bar raises red flags:

* **Suspicious URL:** The link in the address bar is long, complex, and doesn't contain any recognizable domain name related to OneNote or OneDrive. This is a strong indicator of a phishing attempt.  Legitimate file-sharing links from reputable services usually have clear domain names and shorter, more understandable structures.

**Why this is Phishy:**

Phishers often try to disguise malicious links as legitimate ones. By using a long, convoluted URL, they hope to obfuscate the true destination of the link, making it more likely that a user will click on it without a second thought. 

**Recommendation:**

* **Never click on links from unknown or suspicious sources.** 
* **Hover over links** (without clicking) to preview the destination URL in your browser's status bar. If it looks suspicious, don't click it. 
* **Contact the supposed sender through a known legitimate channel** (like their official website or phone number) to verify the authenticity of the email. 
",1.0,0.0,,,2.0,0.0,,
18,52837381,52837381,10,6,0,16,8,0,3,1,0,0,8,2,3,6,3,2,4,7,3,2,0,True,0.625,0.375,,,https://panoptes-uploads.zooniverse.org/production/subject_location/b1fe6f03-3928-4aa0-96d3-ebcbafb6c92e.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link,"The image appears to be a screenshot of a website for a luxury residence property. It features a main image of an outdoor swimming pool with surrounding buildings. The website includes a menu with several options such as About Us, Benefits, Location, Floor Plan, Facilities, Event, News, and Contact Us. There is also a pop-up in the lower right corner indicating the visitor's number.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a website for a luxury residence property. It features a main image of an outdoor swimming pool with surrounding buildings. The website includes a menu with several options such as About Us, Benefits, Location, Floor Plan, Facilities, Event, News, and Contact Us. There is also a pop-up in the lower right corner indicating the visitor's number."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",1.0,0.0,,,52837381,10,6,0,16,8.0,0.0,3.0,1.0,0.0,0.0,8.0,2,3,6,3,2,4,7,3,2,0,True,0.625,0.375,,,https://panoptes-uploads.zooniverse.org/production/subject_location/b1fe6f03-3928-4aa0-96d3-ebcbafb6c92e.jpeg,True,Nothing Phishy Here,[],"The image shows the homepage of a website for a residential building called Landmark Residence. It features a large banner image of a swimming pool with people swimming, as well as several smaller images and text boxes providing information about the building and its amenities. ",Neutral,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the homepage of a website for a residential building called Landmark Residence. It features a large banner image of a swimming pool with people swimming, as well as several smaller images and text boxes providing information about the building and its amenities. 
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Attractive or Appealing 
",0.0,1.0,,,1.0,1.0,,
19,52837383,52837383,9,6,0,15,5,0,0,0,0,0,1,0,2,3,6,4,0,1,5,2,7,True,0.6,0.4,,,https://panoptes-uploads.zooniverse.org/production/subject_location/69b7d78c-76d1-4eaf-9df1-24bbc3c31ffb.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link,"The URL depicted in the image is suspicious due to its complex and non-intuitive structure. The path includes multiple subdirectories, which is unusual for legitimate updates or downloads, and references a plugin, possibly disguising the true destination of the link.",Very Untrustworthy,Not Applicable,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The URL depicted in the image is suspicious due to its complex and non-intuitive structure. The path includes multiple subdirectories, which is unusual for legitimate updates or downloads, and references a plugin, possibly disguising the true destination of the link."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Not Applicable""
}
```",1.0,0.0,,,52837383,9,6,0,15,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,3,6,4,0,1,5,2,7,True,0.6,0.4,,,https://panoptes-uploads.zooniverse.org/production/subject_location/69b7d78c-76d1-4eaf-9df1-24bbc3c31ffb.jpeg,True,Something's Phishy,['Potentially Malicious Link'],The image shows a truncated url that looks suspicious.,Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link""
 ],
 ""Website Description"": ""The image shows a truncated url that looks suspicious."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}",1.0,0.0,,,2.0,0.0,,
20,52837385,52837385,13,1,1,14,9,0,1,0,6,5,7,0,0,2,8,4,0,0,5,7,2,True,0.9285714285714286,0.071428571,,,https://panoptes-uploads.zooniverse.org/production/subject_location/5f9469d2-2caa-4ec5-b927-10ff48513c10.jpeg,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The image appears to be a screenshot of a web page mimicking OneNote with a message claiming that 'Rich Hincapie' has shared a document. It prompts the user to click a 'Download Document' button.,Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"", 
    ""Potentially Malicious Link"", 
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a web page mimicking OneNote with a message claiming that 'Rich Hincapie' has shared a document. It prompts the user to click a 'Download Document' button."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",1.0,0.0,,,52837385,13,1,1,14,9.0,0.0,1.0,0.0,6.0,5.0,7.0,0,0,2,8,4,0,0,5,7,2,True,0.9285714285714286,0.0714285714285714,,,https://panoptes-uploads.zooniverse.org/production/subject_location/5f9469d2-2caa-4ec5-b927-10ff48513c10.jpeg,True,Nothing Phishy Here,[],This is a screenshot of an email sharing a document through OneDrive.,Trustworthy,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This is a screenshot of an email sharing a document through OneDrive."",
 ""TrustWorthiness Rating"": ""Trustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",0.0,1.0,,,1.0,1.0,,
